InvoiceNo,UniqueItem,TotalPrice,CustomerID,Country,InvoiceDate
543162,44,340.56,17507.0,United Kingdom,2011-02-03 18:08:00
543163,1,118.8,16353.0,United Kingdom,2011-02-03 18:45:00
543164,26,168.45,13208.0,United Kingdom,2011-02-03 19:32:00
543165,21,135.55,13230.0,United Kingdom,2011-02-03 19:58:00
543166,32,655.55,13488.0,United Kingdom,2011-02-04 08:27:00
543167,4,331.26,17457.0,United Kingdom,2011-02-04 08:56:00
543168,5,693.48,13694.0,United Kingdom,2011-02-04 08:58:00
543169,3,376.32,13694.0,United Kingdom,2011-02-04 08:59:00
543170,10,296.52,17334.0,United Kingdom,2011-02-04 09:03:00
543171,61,893.25,,United Kingdom,2011-02-04 09:10:00
543172,42,614.84,,United Kingdom,2011-02-04 09:11:00
543173,23,456.05,13871.0,United Kingdom,2011-02-04 09:30:00
543174,14,267.6,16938.0,United Kingdom,2011-02-04 09:34:00
543176,1,0.0,,United Kingdom,2011-02-04 09:52:00
543177,7,323.5,14466.0,United Kingdom,2011-02-04 09:56:00
543178,13,229.6,14911.0,EIRE,2011-02-04 10:31:00
543179,37,45.57,12754.0,Japan,2011-02-04 10:31:00
543180,22,625.33,12410.0,Switzerland,2011-02-04 10:38:00
543181,4,68.0,12410.0,Switzerland,2011-02-04 10:39:00
543182,144,1747.83,,United Kingdom,2011-02-04 10:39:00
543183,3,46.7,14560.0,United Kingdom,2011-02-04 11:13:00
543184,7,303.58,16525.0,United Kingdom,2011-02-04 11:14:00
543186,2,196.2,17929.0,United Kingdom,2011-02-04 11:40:00
543187,18,334.05,14778.0,United Kingdom,2011-02-04 11:43:00
543188,63,1236.73,12567.0,France,2011-02-04 11:45:00
543189,11,153.94,17517.0,United Kingdom,2011-02-04 11:48:00
543190,21,393.49,17226.0,United Kingdom,2011-02-04 11:52:00
543191,39,217.93,13137.0,United Kingdom,2011-02-04 11:54:00
543192,7,1987.62,17381.0,United Kingdom,2011-02-04 11:55:00
543193,41,947.65,13725.0,United Kingdom,2011-02-04 12:18:00
543194,1,0.0,,United Kingdom,2011-02-04 12:25:00
543196,34,390.71,13309.0,United Kingdom,2011-02-04 12:29:00
543197,14,310.73,12842.0,United Kingdom,2011-02-04 12:36:00
543198,3,315.0,16109.0,United Kingdom,2011-02-04 12:37:00
543199,9,195.06,13102.0,United Kingdom,2011-02-04 12:40:00
543200,55,629.56,,United Kingdom,2011-02-04 13:03:00
543201,59,687.72,,United Kingdom,2011-02-04 13:03:00
543202,1,550.8,17291.0,United Kingdom,2011-02-04 13:04:00
543214,9,337.2,12779.0,Poland,2011-02-04 13:19:00
543232,14,755.05,13113.0,United Kingdom,2011-02-04 13:28:00
543235,44,331.42,14462.0,United Kingdom,2011-02-04 13:30:00
543237,106,2461.98,,United Kingdom,2011-02-04 13:39:00
543238,1,0.0,,United Kingdom,2011-02-04 13:42:00
543240,2,15.8,14462.0,United Kingdom,2011-02-04 13:47:00
543242,23,381.32,15090.0,United Kingdom,2011-02-04 14:03:00
543243,3,353.1,15199.0,United Kingdom,2011-02-04 14:04:00
543245,22,123.78,16725.0,United Kingdom,2011-02-04 14:08:00
543246,16,103.25,17315.0,United Kingdom,2011-02-04 14:14:00
543247,4,585.0,16029.0,United Kingdom,2011-02-04 14:23:00
543248,4,791.52,16029.0,United Kingdom,2011-02-04 14:25:00
543249,9,182.15,13963.0,United Kingdom,2011-02-04 14:43:00
543250,25,335.53,13911.0,United Kingdom,2011-02-04 14:46:00
543251,30,516.95,14194.0,United Kingdom,2011-02-04 14:51:00
543252,12,361.7,17685.0,United Kingdom,2011-02-04 14:58:00
543253,2,310.0,14842.0,United Kingdom,2011-02-04 15:32:00
543254,1,0.0,,United Kingdom,2011-02-04 15:40:00
543255,13,303.33,13050.0,United Kingdom,2011-02-04 15:43:00
543256,11,123.21,17293.0,United Kingdom,2011-02-04 15:54:00
543257,1,0.0,,United Kingdom,2011-02-04 16:06:00
543258,1,0.0,,United Kingdom,2011-02-04 16:06:00
543259,1,0.0,,United Kingdom,2011-02-04 16:07:00
543260,1,0.0,,United Kingdom,2011-02-04 16:07:00
543261,1,0.0,,United Kingdom,2011-02-04 16:08:00
543262,1,0.0,,United Kingdom,2011-02-04 16:08:00
543263,3,12.7,,United Kingdom,2011-02-04 16:11:00
543264,24,255.03,13069.0,United Kingdom,2011-02-04 16:34:00
543265,1,0.0,,United Kingdom,2011-02-04 17:23:00
543266,1,0.0,,United Kingdom,2011-02-04 17:24:00
543267,1,0.0,,United Kingdom,2011-02-04 17:24:00
543268,1,0.0,,United Kingdom,2011-02-04 17:24:00
543269,1,0.0,,United Kingdom,2011-02-04 17:25:00
543270,1,0.0,,United Kingdom,2011-02-04 17:25:00
543271,1,0.0,,United Kingdom,2011-02-04 17:26:00
543272,16,136.65,14810.0,United Kingdom,2011-02-06 11:11:00
543273,44,449.28,16456.0,United Kingdom,2011-02-06 11:29:00
543274,13,145.5,17392.0,United Kingdom,2011-02-06 12:48:00
543275,24,142.4,13584.0,United Kingdom,2011-02-06 12:49:00
543276,12,974.62,16525.0,United Kingdom,2011-02-06 13:57:00
543277,55,751.2,15808.0,United Kingdom,2011-02-06 14:33:00
543278,11,203.82,16745.0,United Kingdom,2011-02-06 14:43:00
543279,38,319.4,17105.0,United Kingdom,2011-02-06 14:46:00
543280,9,131.9,14438.0,United Kingdom,2011-02-06 14:56:00
543281,28,94.27,14606.0,United Kingdom,2011-02-06 15:34:00
543282,19,108.07,12956.0,United Kingdom,2011-02-06 16:08:00
543283,5,83.35,15781.0,United Kingdom,2011-02-07 09:15:00
543284,8,137.65,14410.0,United Kingdom,2011-02-07 09:36:00
543285,25,393.33,14600.0,United Kingdom,2011-02-07 09:48:00
543286,18,972.72,14952.0,United Kingdom,2011-02-07 09:50:00
543287,6,620.37,16422.0,United Kingdom,2011-02-07 10:03:00
543288,11,182.85,17302.0,United Kingdom,2011-02-07 10:14:00
543291,7,143.92,14180.0,United Kingdom,2011-02-07 10:50:00
543292,26,295.45,14534.0,United Kingdom,2011-02-07 11:15:00
543293,41,586.8,17613.0,United Kingdom,2011-02-07 11:20:00
543294,7,127.35,17849.0,United Kingdom,2011-02-07 11:39:00
543300,124,1660.44,13334.0,United Kingdom,2011-02-07 11:42:00
543306,98,340.77,16686.0,United Kingdom,2011-02-07 11:56:00
543308,1,0.0,,United Kingdom,2011-02-07 12:04:00
543309,53,245.64,18118.0,United Kingdom,2011-02-07 12:05:00
543310,1,0.0,,United Kingdom,2011-02-07 12:10:00
543325,7,110.7,17692.0,United Kingdom,2011-02-07 12:22:00
543332,11,205.1,13955.0,United Kingdom,2011-02-07 12:24:00
543342,29,424.41,17162.0,United Kingdom,2011-02-07 12:27:00
543345,130,1229.32,,United Kingdom,2011-02-07 12:29:00
543348,1,290.0,13983.0,United Kingdom,2011-02-07 12:46:00
543349,26,219.99,17774.0,United Kingdom,2011-02-07 13:13:00
543350,11,155.05,13809.0,Cyprus,2011-02-07 13:15:00
543351,11,165.0,15407.0,United Kingdom,2011-02-07 13:18:00
543352,4,29.65,15577.0,United Kingdom,2011-02-07 13:32:00
543354,39,818.86,13458.0,United Kingdom,2011-02-07 13:50:00
543355,38,208.76,16033.0,United Kingdom,2011-02-07 13:50:00
543357,6,124.05,12388.0,Australia,2011-02-07 13:59:00
543358,143,1294.78,,United Kingdom,2011-02-07 14:04:00
543359,10,122.3,16332.0,United Kingdom,2011-02-07 14:16:00
543367,22,438.82,18225.0,United Kingdom,2011-02-07 14:33:00
543369,29,219.36,16255.0,United Kingdom,2011-02-07 14:49:00
543370,80,1838.91,12359.0,Cyprus,2011-02-07 14:51:00
543371,83,409.93,14048.0,United Kingdom,2011-02-07 14:53:00
543372,2,67.95,16321.0,Australia,2011-02-07 15:01:00
543373,10,181.44,16945.0,United Kingdom,2011-02-07 15:04:00
543374,17,319.35,16945.0,United Kingdom,2011-02-07 15:05:00
543376,2,67.95,16321.0,Australia,2011-02-07 15:10:00
543377,15,220.98,13725.0,United Kingdom,2011-02-07 15:14:00
543378,2,4379.76,18102.0,United Kingdom,2011-02-07 15:34:00
543379,4,6155.72,18102.0,United Kingdom,2011-02-07 15:37:00
543380,7,143.1,14293.0,United Kingdom,2011-02-07 15:47:00
543382,39,307.23,14030.0,United Kingdom,2011-02-07 16:21:00
543383,1,7.95,,United Kingdom,2011-02-07 16:23:00
543385,1,7.95,,United Kingdom,2011-02-07 16:24:00
543386,1,0.0,,United Kingdom,2011-02-08 09:22:00
543387,14,1306.28,14646.0,Netherlands,2011-02-08 09:41:00
543389,19,150.26,17841.0,United Kingdom,2011-02-08 09:56:00
543390,1,0.0,,United Kingdom,2011-02-08 10:02:00
543391,16,306.55,14475.0,United Kingdom,2011-02-08 10:12:00
543392,9,602.72,16839.0,United Kingdom,2011-02-08 10:15:00
543393,10,163.7,13534.0,United Kingdom,2011-02-08 10:17:00
543394,5,1495.2,15797.0,United Kingdom,2011-02-08 10:17:00
543395,1,15.9,13534.0,United Kingdom,2011-02-08 10:17:00
543396,3,313.66,15189.0,United Kingdom,2011-02-08 10:28:00
543397,23,148.21,17859.0,United Kingdom,2011-02-08 10:32:00
543398,10,199.8,16458.0,United Kingdom,2011-02-08 10:47:00
543399,144,1211.45,,United Kingdom,2011-02-08 11:07:00
543400,15,213.15,14688.0,United Kingdom,2011-02-08 11:27:00
543411,19,266.85,12576.0,Poland,2011-02-08 11:31:00
543413,3,244.8,13098.0,United Kingdom,2011-02-08 11:32:00
543428,40,449.98,17787.0,United Kingdom,2011-02-08 11:36:00
543446,8,146.2,15827.0,United Kingdom,2011-02-08 12:01:00
543447,48,802.65,16265.0,United Kingdom,2011-02-08 12:01:00
543448,104,2347.39,,United Kingdom,2011-02-08 12:12:00
543449,7,336.0,16553.0,United Kingdom,2011-02-08 12:12:00
543450,39,463.66,,United Kingdom,2011-02-08 12:12:00
543451,49,605.97,,United Kingdom,2011-02-08 12:13:00
543452,9,303.0,16037.0,United Kingdom,2011-02-08 12:14:00
543453,1,0.0,,United Kingdom,2011-02-08 12:15:00
543454,15,140.55,14527.0,United Kingdom,2011-02-08 12:20:00
543455,2,326.4,17858.0,United Kingdom,2011-02-08 12:38:00
543456,1,79.2,15753.0,United Kingdom,2011-02-08 12:41:00
543457,9,603.44,17428.0,United Kingdom,2011-02-08 12:47:00
543458,32,152.87,14587.0,United Kingdom,2011-02-08 13:28:00
543459,14,201.86,12599.0,France,2011-02-08 13:28:00
543460,1,10.2,,United Kingdom,2011-02-08 13:32:00
543461,45,498.96,,United Kingdom,2011-02-08 13:35:00
543462,13,313.9,17655.0,United Kingdom,2011-02-08 13:39:00
543463,33,694.27,15311.0,United Kingdom,2011-02-08 14:06:00
543464,10,364.32,16779.0,United Kingdom,2011-02-08 14:15:00
543466,20,459.36,16713.0,United Kingdom,2011-02-08 14:34:00
543467,199,1644.26,,United Kingdom,2011-02-08 14:35:00
543468,28,262.85,14562.0,United Kingdom,2011-02-08 14:45:00
543470,70,1053.79,16951.0,United Kingdom,2011-02-08 14:58:00
543471,1,0.0,,United Kingdom,2011-02-08 15:00:00
543472,1,0.0,,United Kingdom,2011-02-08 15:01:00
543473,1,0.0,,United Kingdom,2011-02-08 15:01:00
543474,51,504.23,14415.0,United Kingdom,2011-02-08 15:09:00
543476,17,303.24,13050.0,United Kingdom,2011-02-08 15:24:00
543477,1,15.0,17315.0,United Kingdom,2011-02-08 15:30:00
543478,7,849.04,13798.0,United Kingdom,2011-02-08 15:38:00
543479,1,90.0,16998.0,United Kingdom,2011-02-08 15:42:00
543480,3,52.35,13133.0,United Kingdom,2011-02-08 15:48:00
543481,19,103.1,14606.0,United Kingdom,2011-02-08 16:25:00
543482,8,133.35,17881.0,United Kingdom,2011-02-08 17:16:00
543483,5,78.62,18075.0,United Kingdom,2011-02-09 09:10:00
543484,27,455.02,12721.0,France,2011-02-09 10:11:00
543485,8,118.95,15843.0,United Kingdom,2011-02-09 10:19:00
543486,27,510.07,13319.0,United Kingdom,2011-02-09 10:24:00
543487,11,197.0,13319.0,United Kingdom,2011-02-09 10:25:00
543492,13,168.9,12720.0,Germany,2011-02-09 10:41:00
543507,24,371.6,15039.0,United Kingdom,2011-02-09 10:49:00
543518,48,5735.24,12753.0,Japan,2011-02-09 11:21:00
543519,20,691.36,17083.0,United Kingdom,2011-02-09 11:38:00
543520,1,29.7,15827.0,United Kingdom,2011-02-09 11:43:00
543521,1,0.0,,United Kingdom,2011-02-09 11:49:00
543523,3,38.1,12971.0,United Kingdom,2011-02-09 12:07:00
543527,11,314.1,15970.0,United Kingdom,2011-02-09 12:08:00
543529,9,178.15,18109.0,United Kingdom,2011-02-09 12:16:00
543530,138,1275.78,,United Kingdom,2011-02-09 12:46:00
543532,69,937.55,,United Kingdom,2011-02-09 12:59:00
543533,66,1001.27,,United Kingdom,2011-02-09 13:00:00
543534,13,309.06,13590.0,United Kingdom,2011-02-09 13:25:00
543535,60,630.7,17537.0,United Kingdom,2011-02-09 13:37:00
543536,11,48.22,,United Kingdom,2011-02-09 13:41:00
543537,5,84.3,12401.0,Belgium,2011-02-09 13:50:00
543538,25,401.5,16143.0,United Kingdom,2011-02-09 13:57:00
543539,11,148.4,17757.0,United Kingdom,2011-02-09 14:18:00
543540,8,141.36,17412.0,United Kingdom,2011-02-09 14:44:00
543541,40,762.11,12462.0,Spain,2011-02-09 14:44:00
543542,14,231.91,16607.0,United Kingdom,2011-02-09 15:25:00
543543,36,205.48,17843.0,United Kingdom,2011-02-09 15:33:00
543544,13,49.08,,United Kingdom,2011-02-09 15:39:00
543545,1,0.0,,United Kingdom,2011-02-09 15:50:00
543546,141,1459.9,,United Kingdom,2011-02-09 16:52:00
543547,17,119.15,17358.0,United Kingdom,2011-02-09 16:57:00
543548,20,330.79,13706.0,United Kingdom,2011-02-10 09:21:00
543549,5,1045.44,17940.0,United Kingdom,2011-02-10 09:29:00
543550,6,113.1,12601.0,Germany,2011-02-10 09:43:00
543552,1,0.0,,United Kingdom,2011-02-10 10:05:00
543553,14,209.25,16359.0,United Kingdom,2011-02-10 10:08:00
543554,12,493.5,14733.0,United Kingdom,2011-02-10 10:17:00
543555,68,1592.61,17686.0,United Kingdom,2011-02-10 10:18:00
543565,17,470.36,14431.0,United Kingdom,2011-02-10 10:40:00
543586,13,198.8,15809.0,United Kingdom,2011-02-10 11:16:00
543587,16,238.85,12561.0,Germany,2011-02-10 11:39:00
543588,5,1127.52,17381.0,United Kingdom,2011-02-10 11:40:00
543589,2,191.0,17381.0,United Kingdom,2011-02-10 11:41:00
543590,19,216.58,17377.0,United Kingdom,2011-02-10 11:44:00
543591,5,310.5,13854.0,United Kingdom,2011-02-10 11:46:00
543592,14,263.8,17243.0,United Kingdom,2011-02-10 11:57:00
543593,7,597.3,14465.0,United Kingdom,2011-02-10 12:13:00
543594,19,852.92,18093.0,United Kingdom,2011-02-10 12:15:00
543595,3,320.52,16027.0,United Kingdom,2011-02-10 12:19:00
543596,9,168.35,14898.0,United Kingdom,2011-02-10 12:21:00
543597,34,801.6,12857.0,United Kingdom,2011-02-10 12:32:00
543598,18,464.82,18230.0,United Kingdom,2011-02-10 13:06:00
543599,1,0.0,17560.0,United Kingdom,2011-02-10 13:08:00
543600,25,194.35,18168.0,United Kingdom,2011-02-10 13:19:00
543601,4,62.6,14560.0,United Kingdom,2011-02-10 13:27:00
543602,14,116.85,15570.0,United Kingdom,2011-02-10 13:34:00
543604,18,264.03,16558.0,United Kingdom,2011-02-10 13:54:00
543610,21,302.7,16425.0,United Kingdom,2011-02-10 14:30:00
543612,2,384.6,16711.0,United Kingdom,2011-02-10 14:46:00
543618,8,160.15,13468.0,United Kingdom,2011-02-10 14:49:00
543619,30,520.57,16842.0,United Kingdom,2011-02-10 14:51:00
543622,1,10.5,17334.0,United Kingdom,2011-02-10 14:59:00
543623,2,160.4,16405.0,United Kingdom,2011-02-10 15:24:00
543625,13,321.56,12583.0,France,2011-02-10 15:38:00
543626,19,343.92,15796.0,United Kingdom,2011-02-10 15:40:00
543629,60,697.95,,United Kingdom,2011-02-10 15:55:00
543630,9,121.28,15046.0,United Kingdom,2011-02-10 16:01:00
543631,78,511.0,14081.0,United Kingdom,2011-02-10 16:17:00
543639,17,101.34,16725.0,United Kingdom,2011-02-10 16:52:00
543641,14,197.94,14555.0,United Kingdom,2011-02-10 17:19:00
543642,19,85.86,16161.0,United Kingdom,2011-02-10 17:40:00
543645,18,107.65,17609.0,United Kingdom,2011-02-10 17:54:00
543646,11,116.8,17790.0,United Kingdom,2011-02-10 19:44:00
543647,17,106.8,12841.0,United Kingdom,2011-02-10 19:49:00
543648,17,259.05,15114.0,United Kingdom,2011-02-11 08:45:00
543649,2,610.2,17809.0,United Kingdom,2011-02-11 09:11:00
543650,2,790.8,12980.0,United Kingdom,2011-02-11 09:17:00
543651,19,335.3,16306.0,United Kingdom,2011-02-11 10:06:00
543652,34,479.48,15544.0,United Kingdom,2011-02-11 10:15:00
543653,63,354.11,14796.0,United Kingdom,2011-02-11 10:26:00
543654,1,0.0,,United Kingdom,2011-02-11 10:29:00
543655,1,0.0,,United Kingdom,2011-02-11 10:30:00
543656,1,0.0,,United Kingdom,2011-02-11 10:30:00
543657,10,333.2,15133.0,United Kingdom,2011-02-11 10:38:00
543658,12,425.05,13819.0,United Kingdom,2011-02-11 10:38:00
543660,166,1239.43,,United Kingdom,2011-02-11 10:40:00
543664,10,136.3,17705.0,United Kingdom,2011-02-11 10:57:00
543668,16,133.0,18118.0,United Kingdom,2011-02-11 11:17:00
543669,1,2256.0,16029.0,United Kingdom,2011-02-11 11:22:00
543670,2,468.0,16013.0,United Kingdom,2011-02-11 11:23:00
543672,1,306.0,16013.0,United Kingdom,2011-02-11 11:25:00
543673,2,554.4,16013.0,United Kingdom,2011-02-11 11:28:00
543674,3,1252.2,16013.0,United Kingdom,2011-02-11 11:28:00
543675,1,382.5,16013.0,United Kingdom,2011-02-11 11:31:00
543688,2,330.8,15270.0,United Kingdom,2011-02-11 11:36:00
543691,1,223.2,17924.0,United Kingdom,2011-02-11 11:38:00
543693,2,128.8,12897.0,United Kingdom,2011-02-11 11:40:00
543713,104,2053.0,,United Kingdom,2011-02-11 11:46:00
543730,4,112.5,16928.0,United Kingdom,2011-02-11 11:57:00
543731,14,612.25,17677.0,United Kingdom,2011-02-11 11:57:00
543732,59,951.01,,United Kingdom,2011-02-11 12:02:00
543733,14,231.51,12395.0,Belgium,2011-02-11 12:16:00
543734,23,494.51,17512.0,United Kingdom,2011-02-11 12:22:00
543735,10,514.56,16191.0,United Kingdom,2011-02-11 12:32:00
543736,30,610.55,15044.0,United Kingdom,2011-02-11 12:36:00
543737,52,2355.95,12477.0,Germany,2011-02-11 12:45:00
543738,1,76.32,13094.0,United Kingdom,2011-02-11 12:48:00
543739,12,137.9,15550.0,United Kingdom,2011-02-11 12:49:00
543740,23,350.82,15311.0,United Kingdom,2011-02-11 13:36:00
543746,11,324.25,17675.0,United Kingdom,2011-02-11 13:50:00
543747,3,124.26,13672.0,United Kingdom,2011-02-11 13:53:00
543748,7,313.8,12913.0,United Kingdom,2011-02-11 13:54:00
543751,2,11.2,,United Kingdom,2011-02-11 14:00:00
543753,1,7.5,,United Kingdom,2011-02-11 14:15:00
543754,23,530.15,18159.0,United Kingdom,2011-02-11 14:26:00
543759,12,377.48,12921.0,United Kingdom,2011-02-11 15:12:00
543762,3,6.55,,United Kingdom,2011-02-11 15:14:00
543770,24,340.65,13875.0,United Kingdom,2011-02-11 15:39:00
543774,20,1078.9,15856.0,United Kingdom,2011-02-11 15:56:00
543777,42,252.29,15406.0,United Kingdom,2011-02-11 16:19:00
543781,1,0.0,,United Kingdom,2011-02-11 16:36:00
543782,1,0.0,,United Kingdom,2011-02-11 16:36:00
543783,1,0.0,,United Kingdom,2011-02-11 16:45:00
543788,2,2.42,15061.0,United Kingdom,2011-02-11 17:06:00
543796,1,4.95,,United Kingdom,2011-02-11 17:31:00
543797,9,278.65,15465.0,United Kingdom,2011-02-13 10:24:00
543798,14,178.75,15058.0,United Kingdom,2011-02-13 11:13:00
543799,5,119.76,17236.0,United Kingdom,2011-02-13 11:22:00
543800,78,741.85,17282.0,United Kingdom,2011-02-13 11:36:00
543801,9,210.7,17811.0,United Kingdom,2011-02-13 11:52:00
543802,64,526.1,13742.0,United Kingdom,2011-02-13 12:03:00
543803,57,302.67,17126.0,United Kingdom,2011-02-13 12:05:00
543804,25,401.0,16434.0,United Kingdom,2011-02-13 12:17:00
543805,18,131.4,17050.0,United Kingdom,2011-02-13 12:41:00
543806,31,233.96,17085.0,United Kingdom,2011-02-13 12:48:00
543807,12,121.25,14692.0,United Kingdom,2011-02-13 13:15:00
543808,29,132.25,17454.0,United Kingdom,2011-02-13 13:22:00
543809,18,230.81,17095.0,United Kingdom,2011-02-13 13:52:00
543810,23,140.35,13171.0,United Kingdom,2011-02-13 14:16:00
543812,59,252.51,17472.0,United Kingdom,2011-02-13 14:40:00
543813,7,76.75,16897.0,United Kingdom,2011-02-13 15:02:00
543814,24,981.9,15640.0,United Kingdom,2011-02-13 15:17:00
543815,36,112.46,17255.0,United Kingdom,2011-02-13 15:18:00
543816,21,104.33,17841.0,United Kingdom,2011-02-13 15:26:00
543820,38,436.18,16084.0,United Kingdom,2011-02-13 16:05:00
543821,53,928.05,17667.0,United Kingdom,2011-02-14 09:24:00
543822,13,446.16,12507.0,Spain,2011-02-14 09:24:00
543823,4,540.0,17937.0,United Kingdom,2011-02-14 09:27:00
543824,12,309.5,14631.0,United Kingdom,2011-02-14 09:31:00
543825,7,421.8,16098.0,United Kingdom,2011-02-14 09:33:00
543826,182,1434.66,,United Kingdom,2011-02-14 09:41:00
543827,1,0.0,,United Kingdom,2011-02-14 09:44:00
543828,76,2024.57,14156.0,EIRE,2011-02-14 09:45:00
543829,15,3376.08,12939.0,United Kingdom,2011-02-14 09:47:00
543831,10,3257.4,15769.0,United Kingdom,2011-02-14 09:57:00
543832,24,416.11,13381.0,United Kingdom,2011-02-14 10:10:00
543833,8,160.2,12476.0,Germany,2011-02-14 10:24:00
543836,15,321.05,15236.0,United Kingdom,2011-02-14 10:52:00
543839,3,103.7,17811.0,United Kingdom,2011-02-14 11:08:00
543842,1,1119.36,16333.0,United Kingdom,2011-02-14 11:22:00
543852,9,1165.96,14258.0,United Kingdom,2011-02-14 11:57:00
543899,36,1096.14,,EIRE,2011-02-14 12:11:00
543900,30,642.29,12621.0,Germany,2011-02-14 12:11:00
543901,6,115.0,17659.0,United Kingdom,2011-02-14 12:13:00
543907,18,105.57,17346.0,United Kingdom,2011-02-14 12:16:00
543908,3,405.3,16422.0,United Kingdom,2011-02-14 12:28:00
543909,156,1101.82,,United Kingdom,2011-02-14 12:32:00
543910,23,317.12,13475.0,United Kingdom,2011-02-14 12:36:00
543911,30,889.24,17829.0,United Arab Emirates,2011-02-14 12:46:00
543912,5,379.74,16701.0,United Kingdom,2011-02-14 12:53:00
543913,17,151.68,17591.0,United Kingdom,2011-02-14 13:11:00
543914,9,109.5,14715.0,United Kingdom,2011-02-14 13:19:00
543915,21,298.05,13717.0,United Kingdom,2011-02-14 13:21:00
543916,7,47.75,,United Kingdom,2011-02-14 13:22:00
543919,11,197.82,13157.0,United Kingdom,2011-02-14 14:03:00
543920,1,8.5,,United Kingdom,2011-02-14 14:12:00
543921,15,223.74,13911.0,United Kingdom,2011-02-14 14:13:00
543922,1,10.65,,United Kingdom,2011-02-14 14:13:00
543923,8,187.5,14644.0,United Kingdom,2011-02-14 14:14:00
543924,21,101.45,16904.0,United Kingdom,2011-02-14 14:14:00
543934,8,102.9,12993.0,United Kingdom,2011-02-14 14:29:00
543935,7,901.6,12989.0,United Kingdom,2011-02-14 14:39:00
543973,42,284.35,17571.0,United Kingdom,2011-02-14 15:15:00
543975,42,316.89,17231.0,United Kingdom,2011-02-14 15:23:00
543976,4,1380.4,13089.0,United Kingdom,2011-02-14 15:26:00
543977,25,710.31,15615.0,United Kingdom,2011-02-14 15:35:00
543978,60,424.16,12867.0,United Kingdom,2011-02-14 15:37:00
543979,39,169.44,14606.0,United Kingdom,2011-02-14 15:43:00
543981,26,367.76,15358.0,United Kingdom,2011-02-15 08:18:00
543982,12,281.8,15358.0,United Kingdom,2011-02-15 08:21:00
543983,11,347.15,16979.0,United Kingdom,2011-02-15 09:20:00
543984,29,549.04,15601.0,United Kingdom,2011-02-15 09:35:00
543985,122,873.79,,United Kingdom,2011-02-15 09:44:00
543986,1,3.75,16738.0,United Kingdom,2011-02-15 09:46:00
543987,9,383.6,14849.0,United Kingdom,2011-02-15 09:49:00
543988,1,17.7,14849.0,United Kingdom,2011-02-15 09:50:00
543989,69,14022.92,12415.0,Australia,2011-02-15 09:52:00
543990,24,397.04,15122.0,United Kingdom,2011-02-15 09:59:00
543991,3,615.0,13848.0,United Kingdom,2011-02-15 10:17:00
543993,18,305.46,17612.0,United Kingdom,2011-02-15 10:40:00
543994,4,1696.4,12931.0,United Kingdom,2011-02-15 10:41:00
543995,12,793.5,13408.0,United Kingdom,2011-02-15 10:45:00
543996,26,458.53,15811.0,United Kingdom,2011-02-15 10:46:00
543997,36,160.15,17348.0,United Kingdom,2011-02-15 10:49:00
543998,4,264.6,18093.0,United Kingdom,2011-02-15 10:52:00
544035,21,821.1,13893.0,United Kingdom,2011-02-15 11:30:00
544036,2,188.7,17315.0,United Kingdom,2011-02-15 11:30:00
544037,51,920.33,14961.0,United Kingdom,2011-02-15 11:31:00
544039,3,211.0,14744.0,United Kingdom,2011-02-15 11:33:00
544040,49,257.97,14701.0,United Kingdom,2011-02-15 11:40:00
544041,17,375.56,17730.0,United Kingdom,2011-02-15 11:50:00
544042,15,91.2,14527.0,United Kingdom,2011-02-15 11:52:00
544043,1,12.75,14527.0,United Kingdom,2011-02-15 11:58:00
544044,14,181.8,14659.0,United Kingdom,2011-02-15 12:05:00
544045,8,1023.84,13941.0,United Kingdom,2011-02-15 12:12:00
544046,1,0.0,,United Kingdom,2011-02-15 12:34:00
544051,27,433.0,16700.0,United Kingdom,2011-02-15 12:40:00
544055,11,301.6,14035.0,United Kingdom,2011-02-15 12:48:00
544056,19,287.74,13004.0,United Kingdom,2011-02-15 12:48:00
544058,16,230.15,14176.0,United Kingdom,2011-02-15 12:56:00
544059,18,120.16,14534.0,United Kingdom,2011-02-15 13:00:00
544060,15,156.0,13623.0,United Kingdom,2011-02-15 13:08:00
544061,2,66.0,14176.0,United Kingdom,2011-02-15 13:12:00
544062,27,784.74,15311.0,United Kingdom,2011-02-15 13:19:00
544063,1,0.0,,United Kingdom,2011-02-15 13:37:00
544064,19,127.95,17114.0,United Kingdom,2011-02-15 13:50:00
544065,17,262.44,14346.0,United Kingdom,2011-02-15 13:52:00
544066,5,181.5,12971.0,United Kingdom,2011-02-15 13:53:00
544067,20,269.59,16431.0,United Kingdom,2011-02-15 14:02:00
544068,20,74.34,16431.0,United Kingdom,2011-02-15 14:08:00
544069,11,255.6,12616.0,France,2011-02-15 14:17:00
544070,28,570.02,15370.0,United Kingdom,2011-02-15 14:19:00
544071,30,570.76,16317.0,United Kingdom,2011-02-15 14:30:00
544072,1,0.0,,United Kingdom,2011-02-15 14:32:00
544073,10,1784.71,14935.0,Channel Islands,2011-02-15 14:44:00
544074,109,856.26,14156.0,EIRE,2011-02-15 14:49:00
544075,23,3506.24,14156.0,EIRE,2011-02-15 14:50:00
544076,2,75.0,16407.0,United Kingdom,2011-02-15 15:00:00
544077,30,241.34,14825.0,United Kingdom,2011-02-15 15:04:00
544078,1,122.4,16073.0,United Kingdom,2011-02-15 15:41:00
544079,1,165.0,14477.0,United Kingdom,2011-02-15 15:44:00
544081,13,856.0,17819.0,United Kingdom,2011-02-15 15:49:00
